rate,Comment
5,"This was very good! The basic recipe is excellent, but I made a few tweaks:
                                I crumbled and saute&apos;d two sweet Italian sausages and mixed with the chicken.
                                I peeled and cubed 1/2"" pieces, two medium red potatoes. Par-cooked them in lightly salted water so they were almost tender. Added them to the vegetables just before adding the flour, which I increased to 1/3 cup plus 2 tablespoons.
                                I had no broth so I used chicken base and added it to 3 cups water- according to pkg. instructions.
                                I had no 1/2 and 1/2, so I used a whole can of evaporated milk.
                                This mixture filled a 9x13"" Corning-ware baking dish and I still had room for the biscuits.
                                I made my own drop biscuits:
                                Mix together:
                                2 cups flour
                                2 tsp. baking powder
                                1/4 tsp baking soda
                                1 tsp salt
                                Cut in:
                                1/4 shortening
                                Stir in:
                                1 cup buttermilk
                                Drop over chicken mixture as stated and then bake at 400 for the 20-25 minutes."
4,Very good! It took a while to cook the biscuits. Next time I will either flip the biscuits over halfway through or cook a little before I put on top. But it was a great meal. Very tasty!
5,"This is the best chicken pot pie I ever ate.
                                My husband said fix it at least twice a week.
                                It&apos;s easy and gooood"
3,I HAD TO ADJUST THE 4 CUPS OF CARROTS TO ONE AND THE 2.5 CUPS OF CELERY TO 3/4. I ALSO ADDED SOME ONIONS BECAUSE I THOUGHT 2 TBSP WASN&apos;T ENOUGH. IT TURNED OUT OK THOUGH.
4,"This was delicious! My first time using fish and oyster sauce though... I think next time I make this I might reduce the fish and oyster sauce by half, but the rest of the recipe was spot on! I used serano peppers since I can&apos;t handle super hot and it worked out well for me but was still spicy enough for my heat loving husband. I will definitely be making this agian. We loved this dish!"
5,"YUM!  Great recipe.
                                
                                Chef John does say in his video that the cooking technique he used is not the ""authentic"" method, but it gets the job done, and it&apos;s likely that most home cooks will use a variation of his video method.
                                
                                My stove is also typical for American stoves and the burners do not generate the blazing BTUs needed for authentic ""stir fry"" cooking method that creates that wonderful caramelization without overcooking lean meats like white meat chicken and most cuts of pork.
                                
                                To get a better caramelization without overcooking/drying the meat I use the Chinese meat ""velveting"" technique, and cook the meat separately from the veggies, or rice when doing a fried rice.
                                
                                Velveting is very simple.  Once you&apos;ve cut the meat into small cubes, slices, or chopped, then put the meat in a non plastic bowl and a bit of white wine, soy, and the very important corn starch, mix to coat and let it sit for about 15-20 minutes.  The liquids will high salinity will seep into the meat bringing a bit more moisture into it, and the corn starch will create a coating that tempers the high heat of the pan so that the meat cooks nicely yet retains its moistness.  It is a WONDERFUL technique that works.
                                
                                Once everything is prepped, heat up your pan with some oil in it.  Don&apos;t use EVOO as it has a low smoking point and will burn too quickly with the high heat you need.  Plus, EVOO has a particular flavor that is better suited to salad dressings and low heat saute dishes.
                                
                                Once the oil starts to sm"
5,"This is a great recipe! It was better than the expensive take out that I get. I doubled the sauce because I wanted to add some vegetables. I seared mushrooms in a cast iron skillet (hint: put in microwave for 30 sec and it will release water that doesn&apos;t allow them to brown) also added some bok choy.  Yummy, wish I had left overs. It was a little salty but I think I may have added a bit too much fish sauce. First time using oyster sauce and I love it. Thai basil is a great addition to the recipe. You can get it at your local Asian market.  Thank you, Chef."
5,"Wow, it was FANTASTIC! I followed the recipe to a Tee and wouldn&apos;t change a thing. As for the variables, I used chicken breast instead of thighs, a Serrano Pepper (with all seeds) and one little habanero pepper (used 4 seeds), 2 tsp palm sugar, and regular basil. I enjoy a medium spice for the most part at restaurants and the pepper ratio I used worked really well, very spicy but the flavorful kind. It will get you sniffling for sure! Tone down the spice by removing some seeds. I made it last week, and I am making it again this week! A new dinner staple! Thanks Chef John!"
5,"This is sooooo good!   I made this to serve as lettuce wraps with some jasmine rice and veggie egg rolls.  It was savory, sweet, spicy and delicious.  Next time I will serve it with rice and a sunny side egg as suggested...but the lettuce wraps were an excellent alternative.   
                                
                                Tip: Double or triple the recipe as the leftovers make a quick and delicious lunch for work!"
5,"Fantastic! The hardest part was chopping up the chicken without a butcher knife. Might have to invest one because this was a hit in my house (also, it looks like fun...and a great de-stressor :) ). Flavor was amazing! I had about 1-1/2 pounds of chicken and I doubled the sauce because we like enough sauce for the rice so soak up some. I served over jasmine rice. Everyone loved it and not a bite left over!"
